date,bus_rkl,bus_rkn,bus_rpn,rail_lrt_ampang,rail_lrt_kj,rail_monorail,rail_mrt_kajang,rail_mrt_pjy,rail_ets,rail_intercity,rail_komuter,rail_komuter_utara,rail_tebrau
2021-06-26,40214,4974,26208,35412,80044,12939,60283,0,4504,1611,42473,5464,1247
2021-06-27,37997,3489,24135,33063,64290,13170,46344,0,3738,1473,36319,6558,917
2021-06-28,57876,5777,38157,50760,103635,21631,85570,0,5752,1709,61304,9491,1374
2021-06-29,58818,6248,38399,49024,112045,21162,85432,0,4923,3093,60884,7646,1662
2021-06-30,62130,6378,35558,45293,104139,21672,80849,0,6191,1051,64255,7768,1373
2021-07-01,62761,5330,41191,46933,104911,19737,79243,0,5672,1676,61365,7699,1671
2021-07-02,59384,6499,37229,52502,106934,18704,83635,0,5107,1335,63007,7489,874
2021-07-03,46889,4375,29685,31453,74809,14547,63546,0,3842,1359,44716,5018,520
2021-07-04,41266,2744,22832,27252,60811,13666,54149,0,3053,2172,42133,5336,360
2021-07-05,65328,5830,37516,50281,106456,18314,81171,0,5117,1890,60558,9499,1089
2021-07-06,62729,7005,40860,47180,104423,20732,85232,0,5051,2164,60575,9180,2056
2021-07-07,65136,7229,40467,45489,113681,19640,88228,0,5350,2559,63598,8587,1021
2021-07-08,55817,6504,39047,51625,108517,21347,80046,0,6304,1857,60545,6095,1803
2021-07-09,60319,5062,40056,49219,101731,23581,84974,0,4237,2362,62904,6520,1532
2021-07-10,41601,4665,27325,33828,78946,15331,66338,0,4462,1683,51009,6572,659
2021-07-11,38318,4341,23969,27286,66419,13284,47471,0,2894,504,35294,6208,1754
2021-07-12,59616,6514,37488,52827,111136,22456,89355,0,5977,1768,65912,8409,1863
2021-07-13,60790,6559,40337,48148,102139,21630,91212,0,4852,2343,60080,7740,1348
2021-07-14,66688,6241,37442,51371,105659,21393,83899,0,5377,2995,65370,9034,1290
2021-07-15,60797,5912,41403,50238,104260,22554,83431,0,4976,2994,63498,8569,1413
2021-07-16,62484,5508,38139,47046,105050,22096,88917,0,3874,3566,63260,8869,273
2021-07-17,43471,2862,27914,33566,71090,15860,60330,0,4885,1850,43870,4300,391
2021-07-18,38231,3958,25386,33179,67802,13266,43236,0,2494,1009,37435,5218,1160
2021-07-19,61339,6112,38773,51554,106864,21276,84453,0,5150,2051,59471,9370,236
2021-07-20,62620,6394,38195,44008,111142,22561,86730,0,4353,2017,61583,8398,823
2021-07-21,64692,4961,38687,49504,104793,21293,87817,0,4154,1811,61043,8728,1072
2021-07-22,66087,6462,40371,47994,102836,22886,81383,0,4949,2366,62135,8018,3387
2021-07-23,62251,7529,37551,45939,108755,20579,83827,0,4677,2399,57523,8073,1821
2021-07-24,45882,4362,27679,35357,71621,17038,65024,0,2848,686,44421,6848,1741
2021-07-25,34748,3659,24055,26889,70377,13901,52417,0,3134,2065,41845,4433,271
2021-07-26,61140,6211,40344,47246,110251,20670,78862,0,4056,809,64350,7396,1603
2021-07-27,64107,7516,38600,46504,111127,22172,89882,0,5186,1943,61703,7623,114
2021-07-28,63904,5205,42072,47188,106819,21001,84122,0,5009,2906,69043,8016,1117
2021-07-29,62035,6135,38511,48166,102597,21698,89331,0,3358,2526,59993,6743,1705
2021-07-30,63986,5377,38371,46040,105544,21175,79455,0,4733,1850,61421,8571,355
2021-07-31,45655,3894,27633,38368,77488,15469,60735,0,4002,2895,40226,5633,1248
2021-08-01,41847,3701,21860,31325,62873,14496,55153,0,2441,1004,37377,5666,1178
2021-08-02,62775,7051,37239,52793,112421,22372,85358,0,5502,712,67338,6413,938
2021-08-03,60933,7395,38167,48382,108744,20710,81017,0,5447,2436,61137,8737,775
2021-08-04,62935,6373,41201,47514,101532,20773,76247,0,4430,870,57796,9113,860
2021-08-05,53558,5750,39087,52744,115193,22135,91821,0,5137,1535,64736,8414,1119
2021-08-06,63099,7923,38277,47470,106444,22214,86768,0,5726,2556,63357,8097,1140
2021-08-07,34160,4024,30427,34725,70937,15063,66419,0,3091,1203,47216,6489,1339
2021-08-08,33502,3312,27106,31886,61650,15177,56904,0,3048,1722,37746,6000,470
2021-08-09,63343,4698,41465,46014,113354,22707,88219,0,5958,1308,59373,8487,2488
2021-08-10,63433,7099,37647,50435,115038,21253,84588,0,4550,2724,61765,8548,2483
2021-08-11,58734,6777,38307,50159,111059,21161,87838,0,5476,935,63913,9376,1530
2021-08-12,60046,7875,42510,51723,112610,21668,91611,0,4397,3048,62120,8680,1123
2021-08-13,66051,4996,39665,50879,112135,21569,86267,0,5043,1789,63466,7464,991
2021-08-14,43340,5459,27766,38134,79191,17050,69457,0,4027,2604,43353,6813,1205
2021-08-15,44979,3805,25640,30065,67472,14587,47347,0,1511,727,39904,4921,1192
2021-08-16,62159,6663,41091,46957,108903,21960,79620,0,4786,3476,62392,8121,1225
2021-08-17,63357,4808,38236,53697,109900,22619,89969,0,5464,1453,60383,8181,1091
2021-08-18,66852,7167,39685,45486,102672,22773,82809,0,5322,867,62844,8856,1615
2021-08-19,62600,6654,40982,45728,109948,22005,94222,0,4799,2157,61344,9467,1416
2021-08-20,59363,6031,37205,50250,113554,22361,91442,0,4392,2994,64262,8125,966
2021-08-21,44516,4853,28337,38947,75610,16414,68344,0,4163,2088,47521,7188,1065
2021-08-22,38516,3181,22367,30812,64466,14115,56951,0,2980,2137,40212,5157,424
2021-08-23,58386,5629,37567,51283,108840,21186,82546,0,5556,2699,57828,9208,842
2021-08-24,61597,5719,38345,44526,103344,21297,79643,0,5442,1555,59785,8272,1366
2021-08-25,60222,4670,40249,47929,100106,21699,92225,0,4863,2670,60756,7736,967
2021-08-26,65038,6726,38813,44839,112258,21284,80344,0,5932,2198,60319,9623,856
2021-08-27,62504,6978,38236,50863,104444,20515,92648,0,4763,1635,61075,7668,2105
2021-08-28,44136,3846,28483,31865,76917,16538,64856,0,4567,1662,47790,5343,712
2021-08-29,38417,4034,22374,27575,63185,14008,53274,0,4142,1284,40886,4063,2145
2021-08-30,63123,5883,40241,50321,113066,20678,88209,0,5924,3130,61496,9125,1813
2021-08-31,64282,6335,41534,51581,111031,21802,88339,0,5063,1775,64454,9313,798
2021-09-01,81196,7643,53532,66442,143798,29750,116613,0,9469,2377,86666,11469,2965
2021-09-02,81073,7387,53255,68693,137652,30263,125386,0,7209,2249,85300,10049,1193
2021-09-03,89419,9362,54688,68625,143230,28552,125257,0,7296,4703,89928,11080,3736
2021-09-04,59737,5907,33778,47598,108599,19783,85694,0,5071,1489,58996,7669,1562
2021-09-05,47356,7204,34685,38239,91560,19345,69897,0,3319,3032,53246,5799,1674
2021-09-06,86986,8350,61436,68806,146459,27979,124971,0,8303,1940,81509,10590,1903
2021-09-07,87105,7363,53581,68986,147212,29770,107207,0,6541,3395,81739,11640,2126
2021-09-08,79431,9561,53617,69877,150906,29659,120476,0,7955,3166,80393,10480,1659
2021-09-09,86289,8958,55755,68140,145687,29951,122122,0,8185,4085,81895,11427,1002
2021-09-10,88293,9060,57988,63668,149019,30481,113789,0,7664,3949,86094,9262,2199
2021-09-11,63004,7206,41260,50531,98680,23892,90383,0,4456,2182,60614,9779,2321
2021-09-12,55482,4499,28227,41722,107541,16522,73240,0,4081,1305,52189,6495,40
2021-09-13,80155,8204,55434,65869,144411,31383,115502,0,4576,4461,84753,12060,3337
2021-09-14,86922,8164,60375,66481,147721,26775,123651,0,7000,2326,92853,11350,2450
2021-09-15,84520,7029,55642,65317,150208,32124,112750,0,7872,786,81599,11582,1470
2021-09-16,83874,8080,51331,70166,143832,27452,123290,0,6894,1175,81235,9977,1454
2021-09-17,89165,9715,54876,63183,146691,33585,108093,0,6565,1407,82837,10374,3647
2021-09-18,67537,6260,35909,45606,105618,21268,87054,0,4850,2676,61767,7275,2245
2021-09-19,60206,3815,36652,40902,84985,20546,73927,0,5570,3913,55463,6962,2248
2021-09-20,91049,6785,51954,72544,149822,31797,116046,0,7085,1011,88690,12586,1652
2021-09-21,85593,10071,54508,70885,136109,29741,121101,0,8897,2201,90014,11656,2415
2021-09-22,87440,8289,52267,62724,158712,29866,118669,0,6606,3026,85982,10264,2222
2021-09-23,89102,7727,53065,71882,152464,29236,124825,0,7356,4405,84922,11308,1728
2021-09-24,86663,8114,58071,71923,151549,31474,122259,0,6746,2202,92868,11140,1997
2021-09-25,62610,4542,39476,45286,94658,21325,88352,0,7116,2681,51523,7719,2414
2021-09-26,56705,6660,32433,34427,86227,17757,75610,0,4613,1593,53964,6953,2688
2021-09-27,86151,8010,51757,67741,156830,31199,116989,0,9182,5417,88379,12051,1661
2021-09-28,83622,9810,50022,71429,175209,29263,117990,0,6779,3092,94052,10501,659
2021-09-29,84906,8476,51579,72908,155763,30062,121026,0,8625,3293,80387,10902,3454
2021-09-30,89030,9886,54954,65463,154833,30680,118860,0,7299,3039,85273,12305,3468
2021-10-01,87558,8786,57689,74213,153104,29999,127082,0,8058,2601,82605,11893,2302
2021-10-02,64400,7011,38472,42847,102214,21578,87783,0,4084,3054,56336,9558,3080
2021-10-03,56959,6026,38175,41652,99502,21269,77234,0,4842,763,53777,8587,1504
2021-10-04,86306,9180,53672,67773,142707,30672,113911,0,6275,1108,91327,9999,1069
2021-10-05,90756,8906,54889,72610,142107,30485,126573,0,7534,2860,92848,11740,690
2021-10-06,89369,8322,52879,73112,141817,30763,118512,0,5863,3776,86170,10914,683
2021-10-07,83198,10517,57987,72123,156823,31649,116143,0,7215,2459,90901,10198,1938
2021-10-08,93635,7650,60740,65164,150118,29644,130647,0,8345,3186,87619,10638,1494
2021-10-09,61515,6183,35769,52549,109120,22962,91531,0,5785,1015,65857,7947,847
2021-10-10,48283,5340,33694,44577,93370,19637,80900,0,3374,2874,59382,6812,1101
2021-10-11,84242,9006,58851,64371,143450,28696,124588,0,5535,3634,87867,10860,2751
2021-10-12,84415,8167,52273,63229,146596,33615,121766,0,7806,3039,92886,11493,1425
2021-10-13,88649,8933,57247,72748,147067,33188,120880,0,8837,3183,84071,14087,1268
2021-10-14,87470,8448,58899,69103,142016,30130,126663,0,6439,1709,91416,9717,1491
2021-10-15,87309,7017,56157,65804,148119,29720,128670,0,9338,1754,92965,12733,2818
2021-10-16,66260,6228,41679,49610,101998,22834,87995,0,5295,2068,67718,8297,1337
2021-10-17,56360,4239,39070,44416,97902,17467,87259,0,2719,2367,50650,6708,1474
2021-10-18,90092,6887,60890,69666,156264,33205,121903,0,5903,3571,88406,9454,3420
2021-10-19,90542,8801,56031,65261,143483,30734,115616,0,8112,2698,90468,12385,4642
2021-10-20,91429,9167,54937,75798,150230,33618,113984,0,7515,3748,91104,10083,2562
2021-10-21,80976,9215,54046,73185,164623,30311,114289,0,8800,4390,89923,12477,2470
2021-10-22,87814,9265,58740,69177,146012,31315,121236,0,6275,2966,95116,13447,841
2021-10-23,55870,4293,37262,49696,112735,24410,87735,0,5451,2491,59518,7027,1761
2021-10-24,55573,4011,34393,44708,95443,19109,80354,0,4608,1698,54711,8445,1277
2021-10-25,89485,10725,56779,66977,160205,31938,123684,0,7295,2940,83286,11682,2810
2021-10-26,93644,7657,55358,71474,155092,33091,128484,0,7077,3223,92351,9469,1599
2021-10-27,94290,9355,57332,66515,150448,30875,124341,0,7103,4676,92189,10415,2161
2021-10-28,90575,8043,62978,70429,153908,29945,124307,0,7619,3934,103140,11880,2545
2021-10-29,87951,8833,56474,67162,154172,29711,121278,0,7748,3852,94217,12127,3769
2021-10-30,66668,5664,39856,47570,110131,23647,97263,0,5617,1786,66324,6777,2902
2021-10-31,53811,6010,37758,48955,86738,20229,69079,0,5776,1060,57056,7307,2424
2021-11-01,90859,8987,57974,71669,163525,33496,127335,0,6408,3474,89979,12697,2684
2021-11-02,94783,8401,60971,72201,162532,31709,124890,0,5840,4285,91819,12894,1591
2021-11-03,88911,7798,57920,65526,148747,30166,130192,0,8521,4742,92489,11426,2688
2021-11-04,94293,9150,56977,69914,153843,28944,126038,0,6677,799,83888,12333,1274
2021-11-05,93901,7653,53290,73220,154523,36108,126342,0,7219,5432,92391,13013,1811
2021-11-06,62102,6842,37597,52358,104809,23925,89611,0,4884,2643,66440,9463,3126
2021-11-07,60495,8198,31340,38071,84605,20193,85947,0,4111,2798,63755,8323,1755
2021-11-08,94305,10294,58781,72699,152126,32687,126754,0,6226,1487,91438,12048,2227
2021-11-09,92105,9661,54592,73270,154391,30391,137439,0,7075,2911,89084,11843,2351
2021-11-10,88870,8853,61061,76150,147403,31299,128502,0,8236,3916,93212,12243,1929
2021-11-11,88606,6977,58136,70333,158297,34802,127314,0,7628,2032,92569,11170,0
2021-11-12,89962,7615,57536,65589,165009,33361,126574,0,8118,417,91885,13154,828
2021-11-13,68452,7767,39844,49168,118978,22359,94827,0,5040,2585,61635,7034,2041
2021-11-14,53508,4766,37652,41668,96938,18501,76002,0,5602,1908,56818,6920,387
2021-11-15,94077,8283,56381,74927,145725,31879,128604,0,7189,4520,90485,11992,1928
2021-11-16,87693,8838,56012,64502,162831,32193,128027,0,5686,3011,92009,12539,873
2021-11-17,91825,7936,61399,71501,159264,35461,129885,0,7988,3084,95811,12751,1356
2021-11-18,93157,7780,59435,77300,161302,32448,130180,0,8424,3829,90464,13639,2034
2021-11-19,102313,8989,58068,73073,171504,31123,130621,0,7180,4151,92343,12173,2913
2021-11-20,61607,5610,43844,55393,108951,23528,93124,0,6690,1618,69294,7963,2533
2021-11-21,63412,4865,36473,40408,79627,20716,88256,0,3987,2865,56887,7363,574
2021-11-22,93788,8280,59805,68455,152340,31125,131227,0,8372,2693,103699,11802,2338
2021-11-23,94921,9619,56948,77804,162731,33465,143087,0,9397,3206,94651,12700,704
2021-11-24,93909,8863,64083,73832,159902,34609,129567,0,7793,3828,88981,11049,2107
2021-11-25,95295,8929,57682,73934,151892,33191,134605,0,7554,3997,90668,12001,2957
2021-11-26,93102,9731,62980,70312,150752,31958,125752,0,7679,3504,90401,13905,1996
2021-11-27,73179,6433,42202,53453,113110,23102,100966,0,7147,1288,64602,8985,2728
2021-11-28,56479,5388,38760,42336,91310,18278,76819,0,5216,224,60553,6479,2071
2021-11-29,98453,9639,61208,77625,164227,32995,132599,0,9836,3038,90129,11893,2295
2021-11-30,91703,9852,62296,82416,158276,33646,128916,0,8084,4138,93268,9922,1834
2021-12-01,94343,9059,57678,75883,157499,32132,133278,0,7234,3658,99375,12254,1573
2021-12-02,90555,9303,62442,72576,156849,36049,129777,0,7311,3466,93045,14063,703
2021-12-03,96593,8437,64407,66895,163825,34527,126985,0,7931,3235,97801,11103,860
2021-12-04,73965,5781,42550,48663,117141,21667,93146,0,3747,2629,62093,7375,2443
2021-12-05,58657,6524,37320,51119,102102,18374,89827,0,4445,1076,57740,6991,2726
2021-12-06,94458,9725,58860,71782,163939,32240,134250,0,7477,3992,92140,13367,1071
2021-12-07,91037,9748,59375,73889,162493,35776,125027,0,8142,4059,96877,14207,2160
2021-12-08,94594,9583,64488,77117,156360,34891,137975,0,9762,2928,91824,12904,610
2021-12-09,89448,9357,57932,79738,158588,35938,127518,0,7989,3681,104017,11101,1178
2021-12-10,92212,10032,58168,74721,161034,33782,136455,0,6132,1651,89740,12445,2350
2021-12-11,69910,7674,47537,53079,131648,24061,98476,0,4867,2530,73707,10868,1027
2021-12-12,64632,6724,39122,47051,92818,19291,85662,0,5190,1909,63165,7425,0
2021-12-13,107017,9259,65906,73731,161555,34386,142950,0,8069,4477,97713,12668,3737
2021-12-14,94008,10787,59706,74000,165205,33688,128774,0,9528,3103,96855,12790,2069
2021-12-15,101967,9620,61201,77108,162778,33683,136668,0,8911,4117,103985,10932,1075
2021-12-16,97490,10045,59362,76524,172120,36259,140329,0,8894,2931,106513,13620,2243
2021-12-17,96097,9701,61413,82556,163205,33926,130326,0,7821,1145,96244,13487,2048
2021-12-18,71383,7039,39690,56180,117592,26402,92456,0,6826,2170,70586,6984,1930
2021-12-19,60351,5104,39639,50798,108129,19033,81633,0,4144,2241,58193,6431,1000
2021-12-20,97517,10168,62110,73124,177920,37911,136073,0,8975,3461,92916,11625,2431
2021-12-21,95646,12365,61265,78093,175486,33781,126970,0,7805,3480,99395,13447,3028
2021-12-22,91952,9098,60538,74400,165506,35304,137665,0,6714,2850,98702,11890,894
2021-12-23,91526,9566,59392,77913,166316,35569,127360,0,8655,3027,91614,13118,1487
2021-12-24,78129,7061,49487,61553,130406,26330,110774,0,7352,1773,77828,9768,2292
2021-12-25,54075,4959,32447,43320,94609,20238,78121,0,4259,405,55977,7209,800
2021-12-26,45551,5837,30882,42971,76558,17627,73506,0,5083,1540,45708,6572,980
2021-12-27,98083,8862,66997,81490,173780,33608,139245,0,6575,2647,95833,13054,1710
2021-12-28,101265,9078,65645,80836,169188,33672,134223,0,7020,4377,100208,12766,1772
2021-12-29,99025,7957,58422,79687,167761,34740,131770,0,8024,1299,104951,13148,1695
2021-12-30,95926,8816,60877,82838,159885,34570,137517,0,7824,3641,100387,13050,974
2021-12-31,103350,7861,63306,73202,168943,36678,136268,0,7555,5375,102011,12620,2601
2022-01-01,77032,7549,44620,59970,108691,25972,104478,0,6014,2251,67956,8783,2562
2022-01-02,63059,8805,35197,45088,100659,21469,79628,0,4577,2088,59768,9937,1177
2022-01-03,102509,9241,63305,75967,165040,35652,147442,0,7858,3778,101478,12393,3067
2022-01-04,103668,7928,62415,79490,170870,32073,143613,0,8470,3856,93960,14309,1708
2022-01-05,103356,10554,67195,81631,181613,34070,135863,0,7586,2998,100163,12170,1655
2022-01-06,101480,8909,61972,74458,173167,35345,146747,0,8127,2435,101396,13756,2566
2022-01-07,101539,10985,65523,76504,179171,36517,133093,0,7627,4009,99451,14794,2584
2022-01-08,73539,6677,42078,56572,126521,25499,100068,0,4799,642,73040,8960,1465
2022-01-09,57421,5361,36435,47950,112843,23740,78489,0,5841,2894,62127,7330,1995
2022-01-10,102297,9515,64660,80950,182492,36307,147675,0,9881,3034,97546,12517,972
2022-01-11,94457,10480,65620,88906,165571,34498,129131,0,9283,3411,95506,12963,1904
2022-01-12,96749,9488,60707,79815,165345,35016,130405,0,8601,2916,99853,13337,3105
2022-01-13,104990,9226,63182,76394,175246,35807,134886,0,7691,4769,105392,12973,3105
2022-01-14,103316,9541,59821,74779,171002,34679,145531,0,8036,3656,104424,12590,2989
2022-01-15,77889,5728,45114,55760,124744,27530,104916,0,6987,2162,71065,11446,2550
2022-01-16,61136,6460,41322,46064,104645,20419,86697,0,3007,1795,61002,7888,1015
2022-01-17,95962,7958,62361,80432,167694,35849,144401,0,7993,3293,99095,12426,595
2022-01-18,99610,9337,62891,80478,182562,36463,138491,0,9040,5702,99215,13965,1965
2022-01-19,101054,10574,60812,77784,164768,35073,141535,0,7281,2196,102159,13997,2813
2022-01-20,101083,10121,62064,85332,176786,34807,148282,0,8766,4468,105268,14607,2970
2022-01-21,105283,10425,68021,77141,175915,35480,138279,0,8732,3986,110069,15163,1720
2022-01-22,71331,7015,46112,56857,113861,26759,96525,0,4663,3941,69781,9835,683
2022-01-23,64063,7296,37150,51276,101670,21431,89272,0,5287,2738,65468,7862,557
2022-01-24,97420,10800,63176,82373,168664,34249,144050,0,7822,3464,103738,11187,1711
2022-01-25,103106,10324,60114,83638,176981,37320,140838,0,8808,4429,100467,12215,435
2022-01-26,101491,10826,61613,81144,171016,36335,145780,0,9057,3686,97878,13434,1732
2022-01-27,98692,10656,67490,83130,173075,37207,139489,0,8811,4186,103050,11990,2278
2022-01-28,70557,6619,44722,54597,114937,25836,98986,0,5959,3379,77232,8106,1500
2022-01-29,50820,4039,35647,42333,98483,20182,72410,0,4451,1815,52246,6731,909
2022-01-30,43509,4607,27779,36735,75945,16669,62290,0,2895,1232,42268,6332,516
2022-01-31,76235,7345,45056,59428,124407,24503,104887,0,5910,2016,71280,9121,1191
2022-02-01,70744,7692,45946,52312,118866,25494,99637,0,5368,2725,68180,9906,1193
2022-02-02,70428,6254,40325,53997,118482,24539,97221,0,6584,1849,71410,9711,2029
2022-02-03,93550,8976,64712,82495,186420,35237,143496,0,9086,3145,104709,14446,2233
2022-02-04,98318,10378,64161,72002,161278,33968,146225,0,9092,2565,99474,15536,5229
2022-02-05,72342,7070,49965,59215,127228,25482,105648,0,7709,2988,60991,12298,1298
2022-02-06,60585,4237,42299,52981,100072,23048,91348,0,4938,1451,64555,9003,1803
2022-02-07,107455,10324,61718,78579,171840,35922,133256,0,7958,2274,100547,12814,1951
2022-02-08,101578,8066,67594,79110,170484,34550,128080,0,8152,2444,99688,13376,1930
2022-02-09,107311,9000,63984,77234,168367,34009,148406,0,6980,2958,99763,14977,3725
2022-02-10,102670,11350,62482,79001,175306,39009,144075,0,7064,3048,104375,12401,3194
2022-02-11,102681,11843,65242,79172,158266,36607,141757,0,9099,3743,101342,14873,595
2022-02-12,73559,5958,46180,56065,124226,24940,105971,0,4817,2374,77798,9445,658
2022-02-13,63718,5867,43995,47873,108283,23098,98462,0,4273,2528,67646,8534,1271
2022-02-14,109504,10058,65792,80095,166800,39263,149877,0,8442,3942,102191,12546,1772
2022-02-15,93978,11839,65527,80139,185978,37158,147603,0,8157,4219,101323,12017,837
2022-02-16,95311,9533,67291,86789,172211,32543,137844,0,9392,1720,103946,13128,2374
2022-02-17,101058,9559,67825,79962,174747,40003,138681,0,8621,2461,102987,14802,492
2022-02-18,103317,11632,67133,82290,172573,33894,130094,0,7818,4054,96845,12710,2389
2022-02-19,77091,6864,50472,56794,126657,25966,106361,0,7096,2744,82139,11384,2325
2022-02-20,65976,6981,42001,48672,118289,21076,94689,0,6014,3116,67164,7752,2234
2022-02-21,102072,8579,65815,76286,193359,35514,149659,0,7264,2081,102152,12364,2139
2022-02-22,107600,9918,68496,76768,182099,36946,147037,0,8844,3094,96605,13765,3706
2022-02-23,107740,8412,65306,77954,184529,33765,142729,0,7938,3267,103446,14224,2593
2022-02-24,104561,9037,65670,82264,188850,36503,140665,0,7921,3707,101959,13721,3081
2022-02-25,107670,10976,69857,85056,179304,38226,139398,0,10396,3587,104103,13694,1588
2022-02-26,75962,7243,51274,53494,138416,25268,102768,0,6336,3004,66785,11438,3084
2022-02-27,62388,5961,40755,49122,115588,20872,84091,0,5154,2099,62972,8507,1416
